Account Username,Account Password,Account Contact First Name,Account Contact Last Name,Account Contact Company,Account Contact Address,Account Contact Address2,Account Contact Country,Account Contact State,Account Contact City,Account Contact Postal Code,Account Contact Phone,Account Contact Fax,Account Contact Email,Account Contact URL,Legacy ID,Listing ID,Listing Title,Listing Email,Listing URL,Listing Address,Listing Address2,Listing Country,Listing Country Abbreviation,Listing Region,Listing Region Abbreviation,Listing State,Listing State Abbreviation,Listing City,Listing City Abbreviation,Listing Neighborhood,Listing Neighborhood Abbreviation,Listing Postal Code,Listing Phone,Listing Fax,Listing Short Description,Listing Long Description,Listing Keywords,Updated Date,Listing Renewal Date,Listing Status,Listing Level,Listing Category 1,Listing Category 2,Listing Category 3,Listing Category 4,Listing Category 5,Listing Template
,,,,,,,,,,,,,,,,,"Berryhill Custom, LLC",db@berryhillguns.com,,PO Box 6163,,United States,USA,,,Texas,TX,Round Rock,,,,78683-6163,(512) 246-0803,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Texas,,,,,
,,,,,,,,,,,,,,,,,Gander Mountain 174,gm174gs@gandermountain.com,,2270 TITTABAWASSEE RD.,,United States,USA,,,Michigan,MI,Saginaw,,,,48604,(989) 791-3500,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Michigan,,,,,
,,,,,,,,,,,,,,,,,"Koonce Custom Gunworks, LLC",Todd@KoonceCustom.com,,PO Box 2638,,United States,USA,,,Oregon,OR,Salem,,,,97308,(503) 364-0100,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Oregon,,,,,
,,,,,,,,,,,,,,,,,Diamond B Gunsmithing & Sales L.L.C.,diamondbgunsmiths@cox.net,,711 Neal Ave.,,United States,USA,,,Kansas,KS,Salina,,,,67401,(785) 826-9341,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Kansas,,,,,
,,,,,,,,,,,,,,,,,Gander Mountain 235,gm235gs@gandermountain.com,,2410 N. Salisbury Blvd,,United States,USA,,,Maryland,MD,Salisbury,,,,21801,(410) 334-2677,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Maryland,,,,,
,,,,,,,,,,,,,,,,,Gray Laser Engraving/Welding,graylaser@hughes.net,,9420 E Loop 1604 S,,United States,USA,,,Texas,TX,San Antonio,,,,78263,(210) 877-2400,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Texas,,,,,
,,,,,,,,,,,,,,,,,TX Guns/ TX Thunder Range,gbrewer@texasthunderrange.com,,7122 / 7128 Bandera Road,,United States,USA,,,Texas,TX,San Antonio,,,,78238,(210) 509-4752,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Texas,,,,,
,,,,,,,,,,,,,,,,,K & D Gunsmithing,knd4@aol.com,,218 E. Highland ave.,,United States,USA,,,California,CA,San Bernardino,,,,92404,(909) 475-8888,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->California,,,,,
,,,,,,,,,,,,,,,,,M Vest,vest@gotsky.com,gotsky.com,427 Alpine pl.,,United States,USA,,,Idaho,ID,Sandpoint,,,,83864,(208) 610-0774,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Idaho,,,,,
,,,,,,,,,,,,,,,,,M Vestgunsmithing,vest@gotsky.com,gotsky.com,427 Alpine Pl.,,United States,USA,,,Idaho,ID,Sandpoint,,,,83864,(208) 610-0774,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Idaho,,,,,
,,,,,,,,,,,,,,,,,Sharpless Shooting and Gunsmithing,sharplessshooting@comcast.net,,516 Sharpless Street PO Box 144,,United States,USA,,,Pennsylvania,PA,Sandy Ridge,,,,16677,(814) 342-3170,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Pennsylvania,,,,,
,,,,,,,,,,,,,,,,,The Gunsmoke Shoppe,gunsmokeshoppe@earthlink.net,,530 N. Guadalupe Street,,United States,USA,,,New Mexico,NM,Santa Fe,,,,87501,(505) 470-5279,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->New Mexico,,,,,
,,,,,,,,,,,,,,,,,Shooters Way,shooterswy@aol.com,,1200 Debrecen Road,,United States,USA,,,Florida,FL,Sarasota,,,,34240,(941) 809-6773,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Florida,,,,,
,,,,,,,,,,,,,,,,,Tincombe Arms,tincombe@nctc.net,,408 N 2nd,,United States,USA,,,Nebraska,NE,Sargent,,,,68874,(308) 527-3396,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Nebraska,,,,,
,,,,,,,,,,,,,,,,,AURA ARMS CO.,2nd4ras@gmail.com,,Post Office Box 1367,,United States,USA,,,New York,NY,Scarsdale,,,,10583,(775) 307-2291,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->New York,,,,,
,,,,,,,,,,,,,,,,,Northeast Gun Works,platinumbow@yahoo.com,,510 Terrace Rd,,United States,USA,,,New York,NY,Schenectady,,,,12306,(518) 935-3640,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->New York,,,,,
,,,,,,,,,,,,,,,,,J. Hawkins & Co.,jhawkins07@comcast.net,,16414 6th Ave. SW.,,United States,USA,,,Washington,WA,Seattle,,,,98166,(206) 450-9371,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Washington,,,,,
,,,,,,,,,,,,,,,,,Match Grade Industries,gunsmith@discountgunsales.com,discountgunsales.com,11306 Lake City Way NE,,United States,USA,,,Washington,WA,Seattle,,,,98125,(206) 417-1625,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Washington,,,,,
,,,,,,,,,,,,,,,,,Northwest Rifle Works LLC,gunner465@msn.com,,891 N. Beverage St.,,United States,USA,,,Washington,WA,Sequim,,,,98382,(360) 683-7273,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Washington,,,,,
,,,,,,,,,,,,,,,,,Accuracy Unlimited Custom Guns,hankholdereod@aol.cm,,213 Kathy Court,,United States,USA,,,Maryland,MD,Severna Park,,,,21146,(410) 320-1976,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Maryland,,,,,
,,,,,,,,,,,,,,,,,Gander Mountain 304,gm304gs@gandermountain.com,,5244 Cobblestone Road,,United States,USA,,,Ohio,OH,Sheffield Village,,,,44035,(440) 934-8222,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Ohio,,,,,
,,,,,,,,,,,,,,,,,High Caliber Armory,bumper@highcaliberarmory.net,highcaliberarmory.net,2025 Madison St.,,United States,USA,,,Tennessee,TN,Shelbyville,,,,37160,(931) 205-4332,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Tennessee,,,,,
,,,,,,,,,,,,,,,,,Grouse Pt Gunworks,grouseptgunworks@yahoo.com,,2340 Copper Valley Rd,,United States,USA,,,Pennsylvania,PA,Shelocta,,,,15774,(724) 354-2699,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Pennsylvania,,,,,
,,,,,,,,,,,,,,,,,"Monkey Armory, LLC",monkey_armory@yahoo.com,,738 Riverside Dr.,,United States,USA,,,Wyoming,WY,Sheridan,,,,82801,(307) 751-5649,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Wyoming,,,,,
,,,,,,,,,,,,,,,,,Gander Mountain 408,gm408gs@gandermountain.com,,2725 Hwy 75 N,,United States,USA,,,Texas,TX,Sherman,,,,75090,(903) 891-8585,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Texas,,,,,
,,,,,,,,,,,,,,,,,Gander Mountain 470,gm470gs@gandermountain.com,,5450 Landers Rd,,United States,USA,,,Arkansas,AR,Sherwood,,,,72117,(501) 945-4070,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Arkansas,,,,,
,,,,,,,,,,,,,,,,,FARNSWORTHS GUNSMITHING,VISPA23@AOL.COM,,181 GREAT RD,,United States,USA,,,Massachusetts,MA,Shirley,,,,01464,(978) 230-6026,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Massachusetts,,,,,
,,,,,,,,,,,,,,,,,"Bill Ferguson, Metallurgist",bulletnab1@cox.net,,340 N LENZNER AVE,,United States,USA,,,Arizona,AZ,Sierra Vista,,,,85635,(520) 458-5321,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Arizona,,,,,
,,,,,,,,,,,,,,,,,"Atlantic Guns, Inc.",steve@atlanticguns.com,,944 Bonifant St.,,United States,USA,,,Maryland,MD,Silver Spring,,,,20910,(301) 585-4448,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Maryland,,,,,
,,,,,,,,,,,,,,,,,woodshole custom fabrication,woodshole52@sbcglobal.net,,104 browning st,,United States,USA,,,Texas,TX,Snyder,,,,79549,(325) 232-9686,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Texas,,,,,
,,,,,,,,,,,,,,,,,Belcher's Gunsmithing,belchersgunsmithing@gmail.com,,59551 Middleboro St.,,United States,USA,,,Indiana,IN,South Bend,,,,46614,(574) 532-9455,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Indiana,,,,,
,,,,,,,,,,,,,,,,,Quantum Guns,Quantumguns@gmail.com,,122 N. Main ST.,,United States,USA,,,Utah,UT,Spanish Fork,,,,84660,(801) 504-6199,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Utah,,,,,
,,,,,,,,,,,,,,,,,Little Crow Gunworks,littlecrowgunworks@clearwire.net,clearwire.net,6593 113th Ave NE,,United States,USA,,,Minnesota,MN,Spicer,,,,56288,(320) 796-0530,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Minnesota,,,,,
,,,,,,,,,,,,,,,,,Brocks Gunsmithing Inc.,gunsmith@brocksgunsmithinginc.com,brocksgunsmithinginc.com,2104 N. DIVISION ST.,,United States,USA,,,Washington,WA,Spokane,,,,99207,(509) 328-9788,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Washington,,,,,
,,,,,,,,,,,,,,,,,Windom & Company,wdwindom@yahoo.com,,15624 N Little Spokane Dr,,United States,USA,,,Washington,WA,Spokane,,,,99208,(509) 995-9966,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Washington,,,,,
,,,,,,,,,,,,,,,,,Gander Mountain 403,gm403gs@gandermountain.com,,19302 Interstate 45,,United States,USA,,,Texas,TX,Spring,,,,77373,(281) 288-2620,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Texas,,,,,
,,,,,,,,,,,,,,,,,Mayberry,www.chrismybrry@yahoo.com,,63 Pleasant St.,,United States,USA,,,Maine,ME,Springvale,,,,04083,(207) 850-1655,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Maine,,,,,
,,,,,,,,,,,,,,,,,Gander Mountain 351,gm351gs@gandermountain.com,,550 Belz Outlet Blvd,,United States,USA,,,Florida,FL,St Augustine,,,,32084,(904) 829-1946,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Florida,,,,,
,,,,,,,,,,,,,,,,,Conder's Firearm Services LLC,justin@condersfirearms.com,condersfirearms.com,8431 North Sapphire Drive,,United States,USA,,,Utah,UT,St George,,,,84770,(435) 773-8893,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Utah,,,,,
,,,,,,,,,,,,,,,,,GC Gunsmithing,,,P.O. Box 6612,,United States,USA,,,Missouri,MO,St Louis,,,,63125,(314) 220-9221,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Missouri,,,,,
,,,,,,,,,,,,,,,,,Sioux Bullets,siouxbullets@yahoo.com,,PO Box 537 901 Davis,,United States,USA,,,Texas,TX,Stinnett,,,,79083,(432) 556-1087,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Texas,,,,,
,,,,,,,,,,,,,,,,,Canyon Creek,riiid@mchsi.com,,2307 Teegardin Road,,United States,USA,,,Illinois,IL,Streator,,,,61364,(815) 673-2515,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Illinois,,,,,
,,,,,,,,,,,,,,,,,RPM Gunsmithing,rpmgunsmithing@yahoo.com,,1139 Paisley Terrace,,United States,USA,,,South Dakota,SD,Sturgis,,,,57785,(605) 720-1876,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->South Dakota,,,,,
,,,,,,,,,,,,,,,,,Revolver Armorer,,,3921 Nansemond Parkway,,United States,USA,,,Virginia,VA,Suffolk,,,,23435,(757) 538-1361,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Virginia,,,,,
,,,,,,,,,,,,,,,,,Gander Mountain 404,gm404gs@gandermountain.com,,19890 SW Freeway,,United States,USA,,,Texas,TX,Sugar Land,,,,77479,(281) 239-6720,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Texas,,,,,
,,,,,,,,,,,,,,,,,East Coast Guns,chuck_ecps@bellsouth.net,,1725 N. MAIN ST,,United States,USA,,,South Carolina,SC,Summerville,,,,29483,(843) 832-2453,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->South Carolina,,,,,
,,,,,,,,,,,,,,,,,Palmetto Arms LLC,Chester@PalmettoArmsLLC.com,,127 Gathering Island Road,,United States,USA,,,South Carolina,SC,Summerville,,,,29485,(843) 851-9068,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->South Carolina,,,,,
,,,,,,,,,,,,,,,,,IronSightTactical Gunsmithing,ironsighttactical@mail.com,,4408 suite A Broad st,,United States,USA,,,South Carolina,SC,Sumter,,,,29154,(803) 494-1129,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->South Carolina,,,,,
,,,,,,,,,,,,,,,,,Masters of Gun & Rod,mark@mastersofgunandrod.com,,1515-2 Capital Cir. N.W.,,United States,USA,,,Florida,FL,Tallahassee,,,,32303,(850) 574-3010,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Florida,,,,,
,,,,,,,,,,,,,,,,,Gander Mountain 175,gm175gs@gandermountain.com,,14100 PARDEE ROAD,,United States,USA,,,Michigan,MI,Taylor,,,,48180,(734) 287-7420,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Michigan,,,,,
,,,,,,,,,,,,,,,,,Anderson Precision Firearms,charles@andersonshootingsports.com,,906 S Priest Dr,,United States,USA,,,Arizona,AZ,Tempe,,,,85281,(602) 773-1453,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Arizona,,,,,
,,,,,,,,,,,,,,,,,WV Gun Shop,dlenox@wvgunshop.com,,1458 White Oak School Rd,,United States,USA,,,West Virginia,WV,Terra Alta,,,,26764,(304) 212-4785,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->West Virginia,,,,,
,,,,,,,,,,,,,,,,,Gander Mountain 270,gm270gs@gandermountain.com,,3602 S. US Highway 41,,United States,USA,,,Indiana,IN,Terre Haute,,,,47802,(812) 237-0940,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Indiana,,,,,
,,,,,,,,,,,,,,,,,Gunsmith For Hire,terrellgunshop@yahoo.com,,208 e moore ave,,United States,USA,,,Texas,TX,Terrell,,,,75160,(972) 563-5971,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Texas,,,,,
,,,,,,,,,,,,,,,,,"Terrell Guns, Repair, & Reloading, LLC.",terrellgunshop@yahoo.com,,208 E. Moore,,United States,USA,,,Texas,TX,Terrell,,,,75160,(972) 563-5971,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Texas,,,,,
,,,,,,,,,,,,,,,,,Gander Mountain 409,gm409gs@gandermountain.com,,2301 University Ave,,United States,USA,,,Texas,TX,Texarkana,,,,75503,(903) 832-3607,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Texas,,,,,
,,,,,,,,,,,,,,,,,Gander Mountain 421,gm421gs@gandermountain.com,,9923 Grant Street,,United States,USA,,,Colorado,CO,Thornton,,,,80229,(303) 450-8122,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Colorado,,,,,
,,,,,,,,,,,,,,,,,Thunderbolt Guns LLC,thunderboltguns@gmail.com,,3021 E. Victory Drive,,United States,USA,,,Georgia,GA,Thunderbolt,,,,31404,(912) 355-6555,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Georgia,,,,,
,,,,,,,,,,,,,,,,,Professional Weapon Refinishing by TMF,ryan.cook@teammetalfinishing.com,,286 clary connector,,United States,USA,,,Georgia,GA,Toccoa,,,,30577,(706) 779-3371,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Georgia,,,,,
,,,,,,,,,,,,,,,,,Fieldmaster2 Gunsmithing,,,P.O. Box. 80541,,United States,USA,,,Ohio,OH,Toledo,,,,43608,,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Ohio,,,,,
,,,,,,,,,,,,,,,,,Gander Mountain 251,gm251gs@gandermountain.com,,880 Young Street,,United States,USA,,,New York,NY,Tonawanda,,,,14150,(716) 743-2300,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->New York,,,,,
,,,,,,,,,,,,,,,,,Gander Mountain 178,gm178gs@gandermountain.com,,3500 MARKET PLACE CIRCLE,,United States,USA,,,Michigan,MI,Traverse City,,,,49684,(231) 929-5590,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Michigan,,,,,
,,,,,,,,,,,,,,,,,George's Gunsmith Shop of Texas,aldocella@earthlink.net,,7 Sundance Ct.,,United States,USA,,,Texas,TX,Trophy Club,,,,76262,(817) 366-6283,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Texas,,,,,
,,,,,,,,,,,,,,,,,SUB-M.O.A. Gunworks,SUBMOAGUNWORKS@hotmail.com,,172 Meadowview Ln.#301,,United States,USA,,,Idaho,ID,Twin Falls,,,,83301,(208) 320-6054,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Idaho,,,,,
,,,,,,,,,,,,,,,,,Gander Mountain 310,gm310gs@gandermountain.com,,2695 Creekside Drive,,United States,USA,,,Ohio,OH,Twinsburg,,,,44087,(330) 405-2999,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Ohio,,,,,
,,,,,,,,,,,,,,,,,Gander Mountain 410,gm410gs@gandermountain.com,,151 Market Square Blvd,,United States,USA,,,Texas,TX,Tyler,,,,75703,(903) 839-8162,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Texas,,,,,
,,,,,,,,,,,,,,,,,Tyler Gunsmith Shop,bobby.johnson@tylergunsmith.com,,802 W Rieck Rd,,United States,USA,,,Texas,TX,Tyler,,,,75703,(903) 561-1941,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Texas,,,,,
,,,,,,,,,,,,,,,,,Adirondack Gunsmithing,ctuz@adirondackgunsmith.com,,5488 Woodlawn Pl.,,United States,USA,,,New York,NY,Utica,,,,13502,(315) 723-7780,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->New York,,,,,
,,,,,,,,,,,,,,,,,Gander Mountain 171,gm171gs@gandermountain.com,,13975 Hall Rd,,United States,USA,,,Michigan,MI,Utica,,,,48315,(586) 247-9900,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Michigan,,,,,
,,,,,,,,,,,,,,,,,K&R Arms,krarms@comcast.net,,1168 Highland Ave.,,United States,USA,,,Pennsylvania,PA,Vandergrift,,,,15690,(724) 567-3150,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Pennsylvania,,,,,
,,,,,,,,,,,,,,,,,Wolfgang The Gun Doctor,Wolfgang@WolfgangTheGunDoctor.com,,60690 Stoney Point Rd.,,United States,USA,,,Oregon,OR,Vernonia,,,,97204,(503) 429-7342,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Oregon,,,,,
,,,,,,,,,,,,,,,,,Gander Mountain 493,gm493gs@gandermountain.com,,614 SECOUND STREET SOUTH,,United States,USA,,,Minnesota,MN,Waite Park,,,,56387,(320) 654-6600,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Minnesota,,,,,
,,,,,,,,,,,,,,,,,Abbott Arms Gunsmith Customs,chris@shopbettys.com,,3707 NC 89 HWY East,,United States,USA,,,North Carolina,NC,Walnut Cove,,,,27052,(336) 591-4848,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->North Carolina,,,,,
,,,,,,,,,,,,,,,,,Gander Mountain 190,gm190gs@gandermountain.com,,2390 NILES CORTLAND RD.,,United States,USA,,,Ohio,OH,Warren,,,,44484,(330) 544-5800,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Ohio,,,,,
,,,,,,,,,,,,,,,,,"Skypilot Gunsmithing, LLC",chapusaf@juno.com,,145 SE 621st Road,,United States,USA,,,Missouri,MO,Warrensburg,,,,64093,(660) 441-7483,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Missouri,,,,,
,,,,,,,,,,,,,,,,,Skypilot Gunsmithing,chapusaf@juno.com,,145 SE 621st Road,,United States,USA,,,Missouri,MO,Warrensburg,,,,64093,(660) 441-7483,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Missouri,,,,,
,,,,,,,,,,,,,,,,,Gander Mountain 203,gm203gs@gandermountain.com,,1500 W. Chestnut St,,United States,USA,,,Pennsylvania,PA,Washington,,,,15301,(724) 229-9800,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Pennsylvania,,,,,
,,,,,,,,,,,,,,,,,Gander Mountain 261,gm261gs@gandermountain.com,,21182 Salmon Run Mall Loop West,,United States,USA,,,New York,NY,Watertown,,,,13601,(315) 779-1200,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->New York,,,,,
,,,,,,,,,,,,,,,,,Sin Arms,sin_arms@yahoo.com,,320 2nd st NW,,United States,USA,,,South Dakota,SD,Watertown,,,,57201,(605) 881-6952,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->South Dakota,,,,,
,,,,,,,,,,,,,,,,,Gander Mountain 112,gm112gs@gandermountain.com,,2441 East Moreland Blvd,,United States,USA,,,Wisconsin,WI,Waukesha,,,,53186,(262) 798-0424,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Wisconsin,,,,,
,,,,,,,,,,,,,,,,,Grant Canyon Outfitters,,,N2844 Sabine Court,,United States,USA,,,Wisconsin,WI,Waupaca,,,,54981,(715) 281-0966,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Wisconsin,,,,,
,,,,,,,,,,,,,,,,,Granite Guns,GraniteGuns@gmail.com,,5801 Granite Road,,United States,USA,,,Wisconsin,WI,Wausau,,,,54403-9620,(715) 842-2115,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Wisconsin,,,,,
,,,,,,,,,,,,,,,,,Shootist Arms Company LLC,rustycox@shootististarmscompany.com,,1872 Mineral Wells Hwy,,United States,USA,,,Texas,TX,Weatherford,,,,76088,(817) 599-6767,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Texas,,,,,
,,,,,,,,,,,,,,,,,Gander Mountain 152,gm152gs@gandermountain.com,,315 West Pine St. Suite B,,United States,USA,,,Wisconsin,WI,West Barbaroo,,,,53913,(608) 356-9800,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Wisconsin,,,,,
