Account Username,Account Password,Account Contact First Name,Account Contact Last Name,Account Contact Company,Account Contact Address,Account Contact Address2,Account Contact Country,Account Contact State,Account Contact City,Account Contact Postal Code,Account Contact Phone,Account Contact Fax,Account Contact Email,Account Contact URL,Listing ID,Listing Title,Listing Email,Listing URL,Listing Address,Listing Address2,Listing Country,Listing Country Abbreviation,Listing Region,Listing Region Abbreviation,Listing State,Listing State Abbreviation,Listing City,Listing City Abbreviation,Listing Neighborhood,Listing Neighborhood Abbreviation,Listing Postal Code,Listing Latitude,Listing Longitude,Listing Phone,Listing Fax,Listing Short Description,Listing Long Description,Listing Keywords,Listing Renewal Date,Listing Status,Listing Level,Listing Category 1,Listing Category 2,Listing Category 3,Listing Category 4,Listing Category 5,Listing Template
,,,,,,,,,,,,,,,286476,Mountain Top Outfitters,artryan1959@hotmail.com,www.MountainTopOutfitters.ca,P.O. Box 162 RR#1,,Canada,CAN,,,Newfoundland and Labrador,NL,Doyles,,,,A0N 1J0,,,(709) 955-2804,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,Guides & Outfitters -> Moose,Guides & Outfitters -> Bear,Guides & Outfitters -> Caribou,,
,,,,,,,,,,,,,,,286477,Mountain Trail Whitetails Bowhunting Preserve,,WWW.MOUNTAINTRAILWHITETAILS.COM,,,United States,USA,,,New Jersey,NJ,,,,,,,,(908) 310-0369,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,,,,
,,,,,,,,,,,,,,,286481,Muddy Creek Whitetails,,www.muddycreekwhitetails.com,8721 NE Brown Rd.,,United States,USA,,,Kansas,KS,Meriden,,,,66512,,,(785) 484-2325,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Upland Game,Guides & Outfitters -> Turkey,,
,,,,,,,,,,,,,,,286492,Nevada Bighorns Unlimited,info@nevadabighornsunlimited.org,www.NevadaBighornsUnlimited.org,P.O. Box 21393,,United States,USA,,,Nevada,NV,Reno,,,,89515-1393,,,(775) 323-1177,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,,,,,
,,,,,,,,,,,,,,,286494,Nevada Dream Tags,,www.NVDreamTag.org,,,United States,USA,,,,,,,,,,,,(775) 688-1998,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,,,,,
,,,,,,,,,,,,,,,286502,New Jersey Adventure Tours,john@njadventuretours.com,www.njadventuretours.com,PO Box 125,,United States,USA,,,New Jersey,NJ,Parsippany,,,,7054,,,(888) 887-8864,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,Guides & Outfitters -> Turkey,Guides & Outfitters -> Upland Game,Guides & Outfitters -> Water Fowl,Guides & Outfitters -> White-Tailed Deer,
,,,,,,,,,,,,,,,286520,Northwoods Wilderness Guide Service,info@newyorktroutfishing.com,www.newyorktroutfishing.com,P.O. Box 805,,United States,USA,,,New York,NY,Schroon Lake,,,,12870,,,(518) 532-9745,(518) 532-9745,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,Guides & Outfitters -> Coues Deer,Guides & Outfitters -> Small Game,Guides & Outfitters -> Bear,,
,,,,,,,,,,,,,,,286524,Occoneechee Lodge,,www.deerhuntingnc.com,1610 Bill Johnston Rd.,,United States,USA,,,North Carolina,NC,Jackson,,,,27845,,,(252) 583-1799,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Turkey,,,
,,,,,,,,,,,,,,,286527,Okanogan Valley Guide Service,,www.okanoganvalleyguideservice.com,PO Box 529,,United States,USA,,,Washington,WA,Omak,,,,98841,,,(509) 429-1714,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,Guides & Outfitters -> Bear,Guides & Outfitters -> Mule Deer,Guides & Outfitters -> Turkey,Guides & Outfitters -> White-Tailed Deer,
,,,,,,,,,,,,,,,286528,Okeechobee Outfitters,,www.guided-hunting.com,,,United States,USA,,,Florida,FL,,,,,,,,(863) 655-2454,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,Guides & Outfitters -> Alligator,Guides & Outfitters -> Turkey,Guides & Outfitters -> Exotic,Guides & Outfitters -> Wild Boar & Javelina,
,,,,,,,,,,,,,,,286531,Old Coots Huntn Camp,,www.oldkoots.com,12248 143 Ave,,Canada,CAN,,,Alberta,AB,Edmonton,,,,T5X3R7,,,(708) 980-1110,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,Guides & Outfitters -> Bear,,,,
,,,,,,,,,,,,,,,286536,Oswego County,,www.visitoswegocounty.com,46 East Bridge St.,,United States,USA,,,New York,NY,Oswego,,,,13126,,,(800) 248-4386,(315) 349-8224,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,,,,,
,,,,,,,,,,,,,,,286539,Outback Outfitters Guiding Service,outbackguide1@frontier.com,www.OutbackOutfitter.com,,,United States,USA,,,New York,NY,NORTH RIVER,,,,12856,,,(845) 807-6734,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Bear,Guides & Outfitters -> Turkey,Guides & Outfitters -> Predator,
,,,,,,,,,,,,,,,286542,Outfitters Rating.Com,sales@outfittersrating.com; info@outfittersrating.,www.outfittersrating.com,6837 Conley Drive,,United States,USA,,,Florida,FL,Polk City,,,,33868,,,(863) 984-2427,(443) 320-9083,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,,,,,
,,,,,,,,,,,,,,,286543,Pa Ko Plantation,,www.pa-ko.com,200 Pa-Ko Plantation Rd,,United States,USA,,,Alabama,AL,Midway,,,,36053,,,(877) 539-5699,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Upland Game,Guides & Outfitters -> Turkey,,
,,,,,,,,,,,,,,,286559,Pheasant Haven Of North Iowa,,www.ugohunt.com,1485A 110th St.,,United States,USA,,,Iowa,IA,Kanawha,,,,50447,,,(515) 851-0992,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,286560,Pickett Hill Guide Service,,www.PickettHillGuideService.com,,,United States,USA,,,Vermont,VT,Bennington,,,,,,,(802) 442-2317,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,Guides & Outfitters -> Turkey,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Bear,Guides & Outfitters -> Upland Game,
,,,,,,,,,,,,,,,286561,Pines Ranch Outfitters,,www.pinesranch.com,Hc 13 Box 460,,United States,USA,,,Utah,UT,Fairview,,,,84629,,,(801) 873-3206,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> Pronghorn,Guides & Outfitters -> Mountain Lion,Guides & Outfitters -> Mule Deer,
,,,,,,,,,,,,,,,286562,Piney Woods Hunting Lodge,,www.pineywoodshuntinglodge.com,132 Threatt Rd,,United States,USA,,,Alabama,AL,Eufaula,,,,36027,,,(334) 687-6800,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Wild Boar & Javelina,Guides & Outfitters -> Turkey,Guides & Outfitters -> Upland Game,
,,,,,,,,,,,,,,,286572,Private Hunting Land Outfitter,,www.HarryWoodGuides.com,5244 Cr. 149,,United States,USA,,,Texas,TX,Centerville,,,,75833,,,(903) 536-7130,,I have been guiding hunters in Texas and New Mexico since 1988.,"I have been guiding hunters in Texas and New Mexico since 1988. I have some of the best hunts the West has to offer. I have hunts for bow hunters, rifle hunters, and muzzleloader hunters. I offer both guided and unguided hunts on private land as well as o",,1/1/2014,active,Promoted,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> Mule Deer,Guides & Outfitters -> Bear,Guides & Outfitters -> Mountain Lion,
,,,,,,,,,,,,,,,286581,Quota Hunts,,www.vaquotahunts.com,,,United States,USA,,,,,,,,,,,,(877) 824-8687,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,,,,,
,,,,,,,,,,,,,,,286582,R & J Outfitters,,www.randjoutfitters.com,1308 Walnut St. ,,United States,USA,,,Missouri,MO,Bethany ,,,,64424,,,(305) 606-1611,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Turkey,Guides & Outfitters -> Upland Game,Guides & Outfitters -> Wild Boar & Javelina,
,,,,,,,,,,,,,,,286585,Rasmussen Outfitters,,www.rasmussenoutfitters.com,P.O. Box 888,,United States,USA,,,Idaho,ID,Orofino,,,,83544,,,(208) 476-7075,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,Guides & Outfitters -> Bear,Guides & Outfitters -> Elk,Guides & Outfitters -> Mountain Lion,Guides & Outfitters -> White-Tailed Deer,
,,,,,,,,,,,,,,,286591,Ray'S Hunting And Fishing Lodge,ray@rayshunting-fishing.com,www.newfoundlandmoose.com,Po Box 31E,,Canada,CAN,,,Newfoundland and Labrador,NL,Howley,,,,A0K 3E0,,,(888) 957-7297,(709) 635-8169,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,Guides & Outfitters -> Bear,Guides & Outfitters -> Caribou,Guides & Outfitters -> Moose,,
,,,,,,,,,,,,,,,286593,Raystown Fishing And Hunting,,,11812 William Penn Hwy.,,United States,USA,,,Pennsylvania,PA,Huntingdon,,,,16652,,,(814) 643-3584,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Predator,Guides & Outfitters -> Turkey,Guides & Outfitters -> Bear,
,,,,,,,,,,,,,,,286604,Rick Wemple Outfitting Inc.,,www.montana-hunting-outfitter.com,Po Box 1167,,United States,USA,,,Montana,MT,Victor,,,,59875,,,(800) 725-4306,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> Mule Deer,Guides & Outfitters -> Bear,Guides & Outfitters -> Pronghorn,
,,,,,,,,,,,,,,,286614,Rocky Mountain Elk Ranch,,www.RockyMountainElkRanch.com,957 North 16th East ,,United States,USA,,,Idaho,ID,Sugar City,,,,83448,,,(208) 351-7301,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> Buffalo,Guides & Outfitters -> Sheep,,
,,,,,,,,,,,,,,,286619,Ron'S Guide Service,,www.RONSGUIDESERVICE.com,,,United States,USA,,,Florida,FL,Okeechobee,,,,34974,,,(954) 582-6647,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,Guides & Outfitters -> Wild Boar & Javelina,Guides & Outfitters -> Water Fowl,,,
,,,,,,,,,,,,,,,286622,Royal Flush Hunting Preserve,,www.RoyalFlushEnt.com,,,United States,USA,,,Indiana,IN,Rosedale,,,,47874,,,(765) 548-2548,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,,,,,
,,,,,,,,,,,,,,,286625,S.D Outfitters,,www.utahbullelk.com,633 North 400 East,,United States,USA,,,Utah,UT,Nephi,,,,84648,,,(801) 940-2122,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,Guides & Outfitters -> Mule Deer,Guides & Outfitters -> Elk,,,
,,,,,,,,,,,,,,,286628,Sawtooth Outfitters,whistlin@bossig.com,www.altalake.com/sawtoothoutfitters.html,,,United States,USA,,,Washington,WA,Pateros,,,,98846,,,(509) 923-2548,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,,,,,
,,,,,,,,,,,,,,,286631,Schuerman Ranch,MSCHUERMAN@GOTSKY.COM,www.schuermanranch.com,734 Highway 20 E,,United States,USA,,,Washington,WA,Colville,,,,99114,,,(509) 684-5692,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Buffalo,Guides & Outfitters -> Elk,Guides & Outfitters -> Sheep,,
,,,,,,,,,,,,,,,286647,Silver Fox Outfitters,hunting@telusplanet.net,www.silverfoxoutfitters.com,53406 Rge Rd. 183,,Canada,CAN,,,Alberta,AB,Edson,,,,T7E-1V3,,,(800) 899-5064,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,Guides & Outfitters -> Bear,Guides & Outfitters -> Moose,Guides & Outfitters -> White-Tailed Deer,,
,,,,,,,,,,,,,,,286656,South Carolina Trophy Whitetails,,www.SouthCarolinaTrophyhunters.com,190 Maple Drive ,,United States,USA,,,South Carolina,SC,Fairfax,,,,29827,,,(727) 505-7047,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Wild Boar & Javelina,Guides & Outfitters -> Turkey,,
,,,,,,,,,,,,,,,286678,Superior Guides & Outfitters Inc.,,www.superioroutfitters.com,61108 Wiberg Rd,,United States,USA,,,Wisconsin,WI,Ashland,,,,54806,,,(715) 278-3238,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Bear,,,
,,,,,,,,,,,,,,,286681,Swan Mountain Outfitters,,www.swanmountainoutfitters.com,26356 Soup Creek ,,United States,USA,,,Montana,MT,Swan Lake,,,,59911,,,(406) 886-3900,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> Mule Deer,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Bear,
,,,,,,,,,,,,,,,286684,Tall Timber Lodge,,www.talltimber.com,609 Beach Rd,,United States,USA,,,New Hampshire,NH,Pittsburg,,,,3592,,,(800) 835-6343,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,286685,Tanglewood Guides,,www.TWGUIDES.com,41 Sterling Lane ,,United States,USA,,,Washington,WA,Tonasket,,,,98855,,,(509) 869-3621,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,Guides & Outfitters -> Mule Deer,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Turkey,Guides & Outfitters -> Bear,
,,,,,,,,,,,,,,,286721,The Wilderness Hunting Ranch,thewild@bedford.net,www.TheWildernessPA.com,960 Pittman Hollow Rd.,,United States,USA,,,Pennsylvania,PA,Everett,,,,15537,,,(814) 784-5041,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Wild Boar & Javelina,Guides & Outfitters -> Exotic,,
,,,,,,,,,,,,,,,286726,Tioga Ranch,tiogaboarhunting@yahoo.com,www.tiogaboarhunting.com,1552 Mann Hill Rd.,,United States,USA,,,Pennsylvania,PA,Tioga,,,,16946,,,(570) 835-5341,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Elk,Guides & Outfitters -> Wild Boar & Javelina,Guides & Outfitters -> Buffalo,
,,,,,,,,,,,,,,,286727,Tippmann Pourvoirie Outfitters & Guide Service,hunts@tippmanoutfitters.com,www.tippmannoutfitters.com,16 Avenue Baie Du Club,,Canada,CAN,,,Quebec,QC,Malartic,,,,J0Y 1Z0,,,(260) 438-6470,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,Guides & Outfitters -> Bear,Guides & Outfitters -> Caribou,Guides & Outfitters -> Moose,Guides & Outfitters -> Predator,
,,,,,,,,,,,,,,,286731,Trail Creek Lodge,,www.trailcreeklodge.com,217 Delano Rd,,United States,USA,,,Michigan,MI,Au Gres,,,,48703,,,(800) 275-3017,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,Guides & Outfitters -> Pronghorn,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Mule Deer,Guides & Outfitters -> Elk,
,,,,,,,,,,,,,,,286737,Tree Peaks Outfitters,,www.3peaksoutfitters.com,1150 Masterson Rd,,United States,USA,,,Washington,WA,Cle Elum,,,,98922,,,(509) 674-9661,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,Guides & Outfitters -> Mule Deer,Guides & Outfitters -> Elk,,,
,,,,,,,,,,,,,,,286745,Trophy Creek Outfitters,info@trophycreekoutfitters.com,www.TrophyCreekOutfitters.com,11411 Buckeye Rd,,United States,USA,,,Missouri,MO,Crocker,,,,65452,,,(352) 441-5447,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Turkey,,,
,,,,,,,,,,,,,,,286746,Trophy Tracts Outfitters & Services,rmosleyinc@etcmail.com,,,,United States,USA,,,,,,,,,,,,(706) 273-8663,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,,,,,
,,,,,,,,,,,,,,,286755,Upfront Outfitters,,www.upfrontoutfitters.com,812 13th St,,United States,USA,,,Washington,WA,Snohomish,,,,98290,,,(360) 560-7620,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> Mule Deer,Guides & Outfitters -> Black-Tailed Deer,Guides & Outfitters -> Bear,
,,,,,,,,,,,,,,,286756,Valley'S Guide Service,,,,,United States,USA,,,New York,NY,,,,,,,,(315) 783-0164,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,,,,
,,,,,,,,,,,,,,,286768,Washington Outfitters & Guides Association,,www.woga.org,Po Box 1125,,United States,USA,,,Washington,WA,Twisp ,,,,98856,,,(509) 997-1080,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,Guides & Outfitters -> Bear,Guides & Outfitters -> Elk,Guides & Outfitters -> Mule Deer,Guides & Outfitters -> White-Tailed Deer,
,,,,,,,,,,,,,,,286770,We Scout 4 U,,www.WeScout4u.com,4901 E Iona Rd,,United States,USA,,,Idaho,ID,Idaho Falls,,,,83401,,,(208) 525-8458,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Elk,,,
,,,,,,,,,,,,,,,286771,Weare'S Outfitting,,www.wearesoutfitting.com,52 S Fork Bull River Rd,,United States,USA,,,Montana,MT,Nixon ,,,,59853,,,(406) 295-5881,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> Mule Deer,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Bear,
,,,,,,,,,,,,,,,286775,Western Life Outfitters,,www.westernlifeoutfitters.com,S Fairgrounds Rd. ,,United States,USA,,,Washington,WA,Pomeroy,,,,99347,,,(509) 843-1535,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,Guides & Outfitters -> Bear,Guides & Outfitters -> Elk,Guides & Outfitters -> Mountain Lion,Guides & Outfitters -> Mule Deer,
,,,,,,,,,,,,,,,286779,Wholesale Sports,,www.wholesalesports.com,1405 S 348th St,,United States,USA,,,Washington,WA,Federal Way,,,,98003,,,(877) 740-1115,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,,,,,
,,,,,,,,,,,,,,,286780,Wild Elk Ranch,,www.elkworld.com,,,United States,USA,,,Pennsylvania,PA,English Center,,,,17776,,,(877) 724-4108,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,Guides & Outfitters -> Elk,,,,
,,,,,,,,,,,,,,,286782,Wild Hog Hunt,,,1415 Day Rd,,United States,USA,,,Georgia,GA,Toomsboro,,,,31090,,,(478) 456-5301,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,Guides & Outfitters -> Wild Boar & Javelina,Guides & Outfitters -> Turkey,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Small Game,
,,,,,,,,,,,,,,,286783,Wild Idaho Outfitters,info@WildIdahoOutfitters.com,www.WildIdahoOutfitters.com,Po Box 18751,,United States,USA,,,Utah,UT,Salt Lake City,,,,84118,,,(208) 252-1053,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,Guides & Outfitters -> Mule Deer,Guides & Outfitters -> Elk,Guides & Outfitters -> Bear,,
,,,,,,,,,,,,,,,286794,Wishbone Outfitters,,www.WishboneOutfitters.com,11594 Tall Grass Rd,,United States,USA,,,South Dakota,SD,Edgemont,,,,57735,,,(866) 668-2454,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> Buffalo,,,
,,,,,,,,,,,,,,,286800,York Outfitters,,www.yorkoutfitters.com,Po Box 306,,United States,USA,,,Idaho,ID,Grangeville,,,,83530,,,(208) 983-3453,,,,,1/1/2014,active,Promoted,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Elk,Guides & Outfitters -> Bear,Guides & Outfitters -> Mountain Lion,
,,,,,,,,,,,,,,,286908,1A Hunting In Texas Guide Service,,www.hunting-in-texas.com,212 Judith Ann,,United States,USA,,,Texas,TX,Schertz,,,,78154,,,(210) 872-2771,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Wild Boar & Javelina,Guides & Outfitters -> Turkey,Guides & Outfitters -> Water Fowl,
,,,,,,,,,,,,,,,287087,3 Heart Outftters,,http://3heartoutfitters.net,2765 Turner Hill Rd,,United States,USA,,,Idaho,ID,Bonners Ferry,,,,83805,,,(208) 267-5858,,,,Guide Service,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> Bear,Guides & Outfitters -> Moose,Guides & Outfitters -> Mule Deer,
,,,,,,,,,,,,,,,287097,3 Seasons Outfitters,,,,,United States,USA,,,Indiana,IN,Scottsburg,,,,47170,,,(812) 595-8265,,,,Guide Service,1/1/2014,active,Limited,Guides & Outfitters -> General,,,,,
,,,,,,,,,,,,,,,287166,4 & 2 T Ranch,cktomke@cmn.net,www.huntco4plus2tranch.com,Po Box 896,,United States,USA,,,Colorado,CO,Hayden,,,,81639,,,(970) 276-4283,(970) 276-4283,,,,1/1/2014,active,Limited,Guides & Outfitters -> General,,,,,
,,,,,,,,,,,,,,,287170,4 B'S Hunting Resort,,www.4-bshunting.com,15157 Walleye Rd,,United States,USA,,,Missouri,MO,Stark City,,,,64866,,,(417) 632-4652,,,,Bird Hunting  ||  Quail  ||  Dove  ||  Pheasant  ||  Chukar  ||  Turkey || Bird Hunting  ||  Dove  ||  Quail  ||  Pheasant ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,287241,4J Outfitters,,www.tfwhunt.com,120 Powell Crossing,,United States,USA,,,Texas,TX,Lipan ,,,,76462,,,(817) 366-9983,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Elk,Guides & Outfitters -> Turkey,Guides & Outfitters -> Upland Game,
,,,,,,,,,,,,,,,287252,5 M Outfitters,fivemoutfitters@hotmail.com,www.5moutfitters.com,,,United States,USA,,,New Mexico,NM,CHAMA,,,,87520,,,(918) 865-8052,,,,,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Mule Deer,Guides & Outfitters -> Elk,,,
,,,,,,,,,,,,,,,287253,5 Mile Creek,sthharrington@5milecreekonline.com,www.5milecreekonline.com,309 W 6th St,,United States,USA,,,Kansas,KS,Ellinwood,,,,67526,,,(620) 786-0940,,,,,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Turkey,Guides & Outfitters -> White-Tailed Deer,,,
